0.0;0.0201;4;3;5;1012
0.0;0.0202;7;2;11;1004
0.0;0.0203;7;3;4;1010
0.0;0.020399999999999998;13;6;6;999
0.0;0.020499999999999997;5;6;9;1004
0.0;0.020599999999999997;4;3;4;1013
0.0;0.020699999999999996;4;4;3;1013
0.0;0.020799999999999996;3;3;4;1014
0.0;0.020899999999999995;8;2;7;1007
0.0;0.020999999999999994;3;4;6;1011
0.0;0.021099999999999994;7;4;6;1007
0.0;0.021199999999999993;7;4;8;1005
0.0;0.021299999999999993;1;6;1;1016
0.0;0.021399999999999992;3;6;6;1009
0.0;0.02149999999999999;7;6;6;1005
0.0;0.0201;4;5;9;1006
0.0;0.0202;5;5;6;1008
0.0;0.0203;6;8;5;1005
0.0;0.020399999999999998;6;3;4;1011
0.0;0.020499999999999997;2;4;7;1011
0.0;0.020599999999999997;4;5;1;1014
0.0;0.020699999999999996;6;2;4;1012
0.0;0.020799999999999996;4;6;6;1008
0.0;0.020899999999999995;12;6;5;1001
0.0;0.020999999999999994;5;8;3;1008
0.0;0.021099999999999994;4;5;5;1010
0.0;0.021199999999999993;5;3;8;1008
0.0;0.021299999999999993;4;9;4;1007
0.0;0.021399999999999992;7;7;2;1008
0.0;0.02149999999999999;5;7;5;1007
0.0;0.02159999999999999;6;7;5;1006
0.0;0.02169999999999999;6;7;5;1006
0.0;0.02179999999999999;5;5;9;1005
0.0;0.02189999999999999;6;3;6;1009
0.0;0.02199999999999999;9;9;5;1001
0.0;0.022099999999999988;11;6;2;1005
0.0;0.022199999999999987;11;2;9;1002
0.0;0.022299999999999986;10;6;4;1004
0.0;0.022399999999999986;6;4;9;1005
0.0;0.022499999999999985;6;5;7;1006
0.0;0.022599999999999985;10;9;9;996
0.0;0.022699999999999984;5;11;5;1003
0.0;0.022799999999999983;5;8;4;1007
0.0;0.022899999999999983;6;5;3;1010
0.0;0.022999999999999982;8;5;5;1006
0.0;0.02309999999999998;7;6;8;1003
0.0;0.02319999999999998;2;10;7;1005
0.0;0.02329999999999998;9;7;3;1005
0.0;0.02339999999999998;5;11;7;1001
0.0;0.02349999999999998;6;5;6;1007
0.0;0.02359999999999998;5;8;5;1006
0.0;0.023699999999999978;7;6;3;1008
0.0;0.023799999999999977;10;3;7;1004
0.0;0.023899999999999977;2;5;8;1009
0.0;0.023999999999999976;1;4;5;1014
0.0;0.024099999999999976;5;7;6;1006
0.0;0.024199999999999975;5;6;7;1006
0.0;0.024299999999999974;4;5;4;1011
0.0;0.024399999999999974;6;8;6;1004
0.0;0.024499999999999973;7;7;3;1007
0.0;0.024599999999999973;11;6;8;999
0.0;0.024699999999999972;5;8;1;1010
0.0;0.02479999999999997;4;8;3;1009
0.0;0.02489999999999997;4;13;11;996
0.0;0.02499999999999997;8;7;6;1003
0.0;0.02509999999999997;6;6;3;1009
0.0;0.02519999999999997;4;6;6;1008
0.0;0.02529999999999997;6;7;7;1004
0.0;0.025399999999999968;5;5;10;1004
0.0;0.025499999999999967;5;9;7;1003
0.0;0.025599999999999967;13;7;4;1000
0.0;0.025699999999999966;7;6;7;1004
0.0;0.025799999999999965;5;7;7;1005
0.0;0.025899999999999965;15;9;2;998
0.0;0.025999999999999964;6;3;4;1011
0.0;0.026099999999999964;3;11;5;1005
0.0;0.026199999999999963;5;5;7;1007
0.0;0.026299999999999962;2;7;8;1007
0.0;0.02639999999999996;11;10;3;1000
0.0;0.02649999999999996;9;4;6;1005
0.0;0.02659999999999996;7;9;6;1002
0.0;0.02669999999999996;7;5;9;1003
0.0;0.02679999999999996;5;7;3;1009
0.0;0.02689999999999996;5;4;5;1010
0.0;0.026999999999999958;10;11;6;997
0.0;0.027099999999999957;8;9;11;996
0.0;0.027199999999999957;8;7;12;997
0.0;0.027299999999999956;8;11;6;999
0.0;0.027399999999999956;6;6;6;1006
0.0;0.027499999999999955;6;7;8;1003
0.0;0.027599999999999954;6;4;10;1004
0.0;0.027699999999999954;10;12;3;999
0.0;0.027799999999999953;7;9;8;1000
0.0;0.027899999999999953;3;11;4;1006
0.0;0.027999999999999952;8;8;6;1002
0.0;0.02809999999999995;11;8;2;1003
0.0;0.02819999999999995;4;6;9;1005
0.0;0.02829999999999995;9;10;4;1001
0.0;0.02839999999999995;4;9;4;1007
0.0;0.02849999999999995;6;6;8;1004
0.0;0.02859999999999995;6;4;3;1011
0.0;0.028699999999999948;8;13;8;995
0.0;0.028799999999999947;7;13;13;991
0.0;0.028899999999999947;7;13;6;998
0.0;0.028999999999999946;9;11;11;993
0.0;0.029099999999999945;7;6;11;1000
0.0;0.029199999999999945;10;7;3;1004
0.0;0.029299999999999944;11;8;6;999
0.0;0.029399999999999944;5;8;7;1004
0.0;0.029499999999999943;11;17;5;991
0.0;0.029599999999999942;7;10;4;1003
0.0;0.02969999999999994;8;10;5;1001
0.0;0.02979999999999994;17;7;6;994
0.0;0.02989999999999994;5;5;13;1001
0.0;0.02999999999999994;6;8;11;999
0.0;0.03009999999999994;7;7;8;1002
0.0;0.03019999999999994;5;2;6;1011
0.0;0.030299999999999938;7;5;6;1006
0.0;0.030399999999999937;7;8;7;1002
0.0;0.030499999999999937;9;6;10;999
0.0;0.030599999999999936;9;11;14;990
0.0;0.030699999999999936;7;7;6;1004
0.0;0.030799999999999935;7;7;5;1005
0.0;0.030899999999999934;8;9;10;997
0.0;0.030999999999999934;8;10;5;1001
0.0;0.031099999999999933;6;11;5;1002
0.0;0.031199999999999933;5;8;11;1000
0.0;0.03129999999999993;9;3;8;1004
0.0;0.031399999999999935;10;9;10;995
0.0;0.03149999999999994;10;4;8;1002
0.0;0.03159999999999994;10;4;6;1004
0.0;0.031699999999999944;4;10;12;998
0.0;0.031799999999999946;9;7;13;995
0.0;0.03189999999999995;9;9;7;999
0.0;0.03199999999999995;12;10;7;995
0.0;0.032099999999999955;13;7;11;993
0.0;0.03219999999999996;6;10;5;1003
0.0;0.03229999999999996;10;13;10;991
0.0;0.032399999999999964;9;11;15;989
0.0;0.032499999999999966;10;8;10;996
0.0;0.03259999999999997;6;10;6;1002
0.0;0.03269999999999997;7;14;9;994
0.0;0.032799999999999975;6;7;7;1004
0.0;0.03289999999999998;7;13;8;996
0.0;0.03299999999999998;10;9;11;994
0.0;0.033099999999999984;7;14;2;1001
0.0;0.033199999999999986;5;8;5;1006
0.0;0.03329999999999999;9;10;7;998
0.0;0.03339999999999999;7;7;7;1003
0.0;0.033499999999999995;13;6;11;994
0.0;0.0336;7;11;6;1000
0.0;0.0337;17;10;7;990
0.0;0.033800000000000004;8;10;10;996
0.0;0.033900000000000007;12;7;5;1000
0.0;0.03400000000000001;12;11;5;996
0.0;0.03410000000000001;3;16;7;998
0.0;0.034200000000000015;7;9;7;1001
0.0;0.03430000000000002;8;11;8;997
0.0;0.03440000000000002;8;14;9;993
0.0;0.034500000000000024;10;5;11;998
0.0;0.03460000000000003;9;14;9;992
0.0;0.03470000000000003;13;4;2;1005
0.0;0.03480000000000003;4;8;7;1005
0.0;0.034900000000000035;7;13;3;1001
0.0;0.03500000000000004;8;8;9;999
0.0;0.03510000000000004;8;10;11;995
0.0;0.035200000000000044;7;9;12;996
0.0;0.03530000000000005;8;14;16;986
0.0;0.03540000000000005;14;9;9;992
0.0;0.03550000000000005;7;7;9;1001
0.0;0.035600000000000055;14;9;9;992
0.0;0.03570000000000006;9;8;11;996
0.0;0.03580000000000006;10;11;12;991
0.0;0.035900000000000064;11;9;15;989
0.0;0.03600000000000007;8;10;11;995
0.0;0.03610000000000007;7;1;10;1006
0.0;0.03620000000000007;13;14;14;983
0.0;0.036300000000000075;6;10;9;999
0.0;0.03640000000000008;12;10;9;993
0.0;0.03650000000000008;5;3;6;1010
0.0;0.036600000000000084;8;9;12;995
0.0;0.03670000000000009;14;9;12;989
0.0;0.03680000000000009;12;10;10;992
0.0;0.03690000000000009;7;6;10;1001
0.0;0.037000000000000095;10;9;13;992
0.0;0.0371000000000001;13;9;9;993
0.0;0.0372000000000001;16;8;13;987
0.0;0.037300000000000104;10;12;8;994
0.0;0.03740000000000011;10;11;5;998
0.0;0.03750000000000011;12;4;9;999
0.0;0.03760000000000011;8;13;9;994
0.0;0.037700000000000115;11;5;8;1000
0.0;0.03780000000000012;12;10;10;992
0.0;0.03790000000000012;11;7;10;996
0.0;0.038000000000000124;11;12;8;993
0.0;0.03810000000000013;13;9;10;992
0.0;0.03820000000000013;8;13;12;991
0.0;0.03830000000000013;17;5;12;990
0.0;0.038400000000000135;6;12;17;989
0.0;0.03850000000000014;12;15;7;990
0.0;0.03860000000000014;7;9;16;992
0.0;0.038700000000000144;12;8;8;996
0.0;0.03880000000000015;8;20;8;988
0.0;0.03890000000000015;7;8;10;999
0.0;0.03900000000000015;15;15;5;989
0.0;0.039100000000000155;14;7;18;985
0.0;0.03920000000000016;14;14;8;988
0.0;0.03930000000000016;6;8;15;995
0.0;0.039400000000000164;10;10;16;988
0.0;0.03950000000000017;18;9;7;990
0.0;0.03960000000000017;6;7;10;1001
